Date,InflationRate
2012.25,1.6645216445524116
2012.5,1.972412038513345
2012.75,3.8263336707482045
2013.0,3.992298127415353
2013.25,1.3455269532402634
2013.5,3.2635136870520394
2013.75,4.975760601609712
2014.0,3.2693782960223654
2014.25,5.6070903291251515
2014.5,5.02821069475872
2014.75,4.053043236954535
2015.0,1.2627379151301747
2015.25,4.734326651172155
2015.5,3.843155998990329
2015.75,1.3190422298856102
2016.0,3.2004532053867614
2016.25,4.506902051916167
2016.5,4.147361423273608
2016.75,3.885080951825058
2017.0,5.389926783185276
2017.25,2.784752993155598
2017.5,4.112596054941468
2017.75,6.736155322996088
2018.0,5.677013576774663
2018.25,4.232139174295556
2018.5,3.180686090964312
2018.75,2.7614392236305076
2019.0,1.444280031657941
2019.25,5.627985295491479
2019.5,5.470170719870109
